name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
1 3-Dimethyluric acid,"1,3-Dimethyluric acid","1,3-Dimethyluric acid",HMDB0001857,70346,149714,,2822,CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2,,,,3.01,,,,,C7H8N4O3,196.0596402,6
Cresol,m-Cresol,m-Cresol,HMDB0002048,342,17231,C01467,,CC1=CC(=CC=C1)O,,,,1.93,,,,,C7H8O1,108.0575149,4
4-Methylcatechol,4-Methylcatechol,4-Methylcatechol,HMDB0000873,9958,17254,C06730,5834,CC1=CC(=C(C=C1)O)O,,,,1.23,,,,,C7H8O2,124.0524295,4
1 6-Dimethylaminopurine,6-Dimethylaminopurine,6-Dimethylaminopurine,HMDB0000473,3134,60281,,5460,CN(C)C1=NC=NC2=C1NC=N2,,,,1.92,,,,,C7H9N5,163.0857953,6
Pyridoxine,Pyridoxine,Pyridoxine,HMDB0000239,1054,16709,C00314,5245,CC1=NC=C(C(=C1O)CO)CO,,,,2.37,,,,,C8H11N1O3,169.0738932,4
Pyridoxamine 5-phosphate,Pyridoxamine 5-phosphate,Pyridoxamine 5'-phosphate,HMDB0001555,1053,18335,C00647,,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,,,,12.3,,,,,C8H13N2O5P1,248.056208,4
Acetyl leucine,N-Acetyl-L-leucine,N-Acetylleucine,HMDB0011756,70912,17786,C02710,,CC(C)C[C@@H](C(=O)O)NC(=O)C,,,,2.46,,,,,C8H15N1O3,173.1051934,2
Acetyllysine,Acetyllysine,N-Alpha-acetyllysine,HMDB0000446,192590,35704,C12989,5435,CC(=O)NC(CCCCN)C(=O)O,,,,8.37,,,,,C8H16N2O3,188.1160924,2
Glycine-L-leucine,Gly-Leu,Glycylleucine,HMDB0000759,92843,185298,C02155,5727,CC(C)C[C@@H](C(=O)O)NC(=O)CN,,,,3.95,,,,,C8H16N2O3,188.1160924,2
N6-Acetyl-L-lysine,N6-Acetyl-L-lysine,N6-Acetyl-L-lysine,HMDB0000206,92832,17752,C02727,5216,CC(=O)NCCCC[C@@H](C(=O)O)N,,,,6.89,,,,,C8H16N2O3,188.1160924,2
Acetyl-arginine,Acetyl arginine,N-a-Acetyl-L-arginine,HMDB0004620,67427,40521,,,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,,,,7.53,,,,,C8H16N4O3,216.1222404,3
Hydroxyoctanoic acid,Hydroxyoctanoic acid,Hydroxyoctanoic acid,HMDB0000711,94180,86543,,5679,CCCCCCC(C(=O)O)O,,,,1.95,,,,,C8H16O3,160.1099444,1
NG-dimethyl-L-arginine,dimethyl-L-arginine,Asymmetric dimethylarginine,HMDB0001539,123831,17929,C03626,6309,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,,,,10.42,,,,,C8H18N4O2,202.1429759,2
Indole,Indole,Indole,HMDB0000738,798,16881,C00463,286,C1=CC=C2C(=C1)C=CN2,,,,1.2,,,,,C8H7N1,117.0578492,6
Indoxyl sulfate,Indoxyl sulfate,Indoxyl sulfate,HMDB0000682,10258,43355,,524,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,,,,1.27,,,,,C8H7N1O4S1,213.0095784,6
4-Hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,HMDB0004815,68138,85239,,,CC1=C(C=CC(=C1)C(=O)O)O,,,,2.32,,,,,C8H8O3,152.0473441,5
Hydroxyphenylacetic acid,Hydroxyphenylacetic acid,Ortho-Hydroxyphenylacetic acid,HMDB0000669,11970,28478,C05852,5639,C1=CC=C(C(=C1)CC(=O)O)O,,,,2.78,,,,,C8H8O3,152.0473441,5
Methoxy-hydroxybenzoic acid,3-Methoxy-4-hydroxybenzoic acid,Vanillic acid,HMDB0000484,8468,30816,C06672,5471,COC1=C(C=CC(=C1)C(=O)O)O,,,,1.29,,,,,C8H8O4,168.0422587,5
Dihydroxybenzeneacetic acid,"3,4-Dihydroxyphenylacetic acid","3,4-Dihydroxybenzeneacetic acid",HMDB0001336,547,41941,C01161,6170,C1=CC(=C(C=C1CC(=O)O)O)O,,,,1.91,,,,,C8H8O4,168.0422587,5
Hydroxymandelic acid,3-Hydroxymandelic acid,3-Hydroxymandelic acid,HMDB0000750,86957,86553,,732,C1=CC(=CC(=C1)O)C(C(=O)O)O,,,,2.53,,,,,C8H8O4,168.0422587,5
2-phenylglycine,2-phenylglycine,2-Phenylglycine,HMDB0002210,3866,55484,,6549,C1=CC=C(C=C1)C(C(=O)O)N,,,,3.76,,,,,C8H9N1O2,151.0633285,5
Pyridoxic acid,Pyridoxic acid,4-Pyridoxic acid,HMDB0000017,6723,17405,C00847,239,CC1=NC=C(C(=C1O)C(=O)O)CO,,,,1.91,,,,,C8H9N1O4,183.0531578,5
3-Indo-L-tyrosine,3-Iodo-L-tyrosine,Iodotyrosine,HMDB0000021,439744,27847,C02515,,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,,,,3.56,,,,,C9H10I1N1O3,306.9705412,5
Methylphenyllactate,Methyl Phenylacetate,Methyl phenylacetate,HMDB0032617,7559,,,,COC(=O)CC1=CC=CC=C1,,,,1.9,,,,,C9H10O2,150.0680796,5
Phenyllactic acid,Phenyllactic acid,Phenyllactic acid,HMDB0000779,3848,25998,C01479,5745,C1=CC=C(C=C1)CC(C(=O)O)O,,,,1.97,,,,,C9H10O3,166.0629942,5
Homovanillic acid,Homovanillic acid,Homovanillic acid,HMDB0000118,1738,545959,C05582,971,COC1=C(C=CC(=C1)CC(=O)O)O,,,,2.61,,,,,C9H10O4,182.0579088,5
Syringic acid,Syringic acid,Syringic acid,HMDB0002085,10742,454990,C10833,2256,COC1=CC(=CC(=C1O)OC)C(=O)O,,,,2.5,,,,,C9H10O5,198.0528234,5
Vanillylmandelic acid,Vanillylmandelic acid,Vanillylmandelic acid,HMDB0000291,736172,1127735,C05584,697,COC1=C(C=CC(=C1)[C@@H](C(=O)O)O)O,,,,2.75,,,,,C9H10O5,198.0528234,5
Phenylalanine,Phenylalanine,L-Phenylalanine,HMDB0000159,6140,17295,C00079,28,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,,,,3.41,,,,,C9H11N1O2,165.0789786,5
Tyrosine,Tyrosine,L-Tyrosine,HMDB0000158,6057,17895,C00082,34,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,,,,4.85,,,,,C9H11N1O3,181.0738932,5
Uridine,Uridine,Uridine,HMDB0000296,6029,16704,C00299,90,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,,,,2.65,,,,,C9H12N2O6,244.0695361,5
Cytidine,Cytidine,Cytidine,HMDB0000089,6175,17562,C00475,3376,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,,,,3.86,,,,,C9H13N3O5,243.0855205,5
Phenylpropanolamine,Phenylpropanolamine,Phenylpropanolamine,HMDB0001942,26934,,C07911,1846,C[C@H]([C@H](C1=CC=CC=C1)O)N,,,,2.16,,,,,C9H13N1O1,151.099714,4
Epinephrine,Epinephrine,Epinephrine,HMDB0000068,5816,28918,C00788,5127,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,,,,6.47,,,,,C9H13N1O3,183.0895433,4
5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),AICA-riboside,HMDB0062179,NA,,,,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,2.94,,,,,C9H14N4O5,258.0964196,5
5-Aminoimidazole-4-carboxamide ribonucleotide,AICA ribonucleotide,AICAR,HMDB0001517,65110,18406,C04677,6294,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,,,,9.85,,,,,C9H15N4O8P1,338.06275,5
Pantothenate,Pantothenate,Pantothenic acid,HMDB0000210,988,7916,C00864,241,CC(C)(CO)C(C(=O)NCCC(=O)O)O,,,,4.2,,,,,C9H17N1O5,219.1106727,2
Cinnamic acid,Cinnamic acid,Cinnamic acid,HMDB0000567,5372954,35699,C10438,310,C1=CC=C(C=C1)/C=C\C(=O)O,,,,1.91,,,,,C9H8O2,148.0524295,6
Phenyl-pyruvate,Phenylpyruvate,Phenylpyruvic acid,HMDB0000205,997,30851,C00166,328,C1=CC=C(C=C1)CC(=O)C(=O)O,,,,1.9,,,,,C9H8O3,164.0473441,6
p-coumaric acid,p-coumaric acid,4-Hydroxycinnamic acid,HMDB0002035,637542,32374,C00811,6450,C1=CC(=CC=C1/C=C/C(=O)O)O,,,,2.29,,,,,C9H8O3,164.0473441,6
Hydroxyphenyl pyruvate,Hydroxyphenylpyruvate,4-Hydroxyphenylpyruvic acid,HMDB0000707,979,15999,C01179,5675,C1=CC(=CC=C1CC(=O)C(=O)O)O,,,,1.93,,,,,C9H8O4,180.0422587,6
Hippuric acid,Hippuric acid,Hippuric acid,HMDB0000714,464,18089,C01586,1301,C1=CC=C(C=C1)C(=O)NCC(=O)O,,,,2.39,,,,,C9H9N1O3,179.0582432,6
3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,,,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,,,,1.92,,,,,C9H9N1O4,195.0531578,6
Carbamoyl phosphate,Carbamoyl phosphate,Carbamoyl phosphate,HMDB0001096,278,17672,C00169,6002,C(=O)(N)OP(=O)(O)O,,,,,,,,,C1H4N1O5P1,140.9827087,1
Pyrophosphate,Pyrophosphate,Pyrophosphate,HMDB0000250,644102,18361,C00013,3306,[O-]P(=O)([O-])OP(=O)([O-])[O-],,,,16.15,,,,,H4O7P2,177.9432254,0
(R)-lipoic acid,(R)-lipoic acid,(R)-lipoic acid,HMDB0001451,6112,30314,C00725,126,C1CSS[C@@H]1CCCCC(=O)O,,,2.783842495,,,,,,C8H14O2S2,206.0435211,2
