name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
Glutamate,Glutamate,L-Glutamic acid,HMDB0000148,33032,16015,C00025,5174,C(CC(=O)O)[C@@H](C(=O)O)N,NA,NA,NA,9.01,NA,NA,NA,,C5H9N1O4,147.0531578,2
3-Methyl-2-oxovaleric acid,3-Methyl-2-oxovaleric acid,3-Methyl-2-oxovaleric acid,HMDB0000491,47,35932,C03465,5478,CCC(C)C(=O)C(=O)O,NA,NA,NA,1.95,NA,NA,NA,,C6H10O3,130.0629942,2
2 2-dimethylsuccinic acid,"2,2-dimethylsuccinic acid","2,2-Dimethylsuccinic acid",HMDB0002074,11701,86537,NA,6473,CC(C)(CC(=O)O)C(=O)O,NA,NA,NA,2.14,NA,NA,NA,,C6H10O4,146.0579088,2
Glucuronic acid,Glucuronic acid,D-Glucuronic acid,HMDB0000127,444791,42717,C00191,161,[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O,NA,NA,NA,8.82,NA,NA,NA,,C6H10O7,194.0426527,2
Galactaric acid,Galactaric acid,Galactaric acid,HMDB0000639,3037582,30852,C00879,5612,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,NA,NA,NA,10.15,NA,NA,NA,,C6H10O8,210.0375673,2
Histidinol,Histidinol,L-Histidinol,HMDB0003431,165271,16255,C00860,3267,C1=C(NC=N1)C[C@@H](CO)N,NA,NA,NA,6.28,NA,NA,NA,,C6H11N3O1,141.090212,3
Pipecolic acid,Pipecolic acid,Pipecolic acid,HMDB0000070,849,17964,C00408,50,C1CCNC(C1)C(=O)O,NA,NA,NA,5.92,NA,NA,NA,,C6H11N1O2,129.0789786,2
Cystine,Cystine,L-Cystine,HMDB0000192,67678,16283,C00491,5207,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,NA,NA,NA,9.77,NA,NA,NA,,C6H12N2O4S2,240.0238483,2
Leucic acid,Leucic acid,D-Leucic acid,HMDB0000624,439960,55534,C03264,5597,CC(C)C[C@H](C(=O)O)O,NA,NA,NA,2.16,NA,NA,NA,,C6H12O3,132.0786442,1
Mevalonic acid,Mevalonic acid,Mevalonic acid,HMDB0000227,449,25351,C00418,127,CC(CCO)(CC(=O)O)O,NA,NA,NA,3.8,NA,NA,NA,,C6H12O4,148.0735589,1
Inositol,Inositol,myo-Inositol,HMDB0000211,NA,17268,C00137,5221,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,NA,NA,NA,8.69,NA,NA,NA,,C6H12O6,180.0633881,1
Citrulline,Citrulline,Citrulline,HMDB0000904,9750,16349,C00327,16,C(C[C@@H](C(=O)O)N)CNC(=O)N,NA,NA,NA,NA,NA,NA,NA,,C6H13N3O3,175.0956913,2
Leucine,Leucine,L-Leucine,HMDB0000687,6106,15603,C00123,24,CC(C)C[C@@H](C(=O)O)N,NA,NA,NA,3.8,NA,NA,NA,,C6H13N1O2,131.0946287,1
Isoleucine,Isoleucine,L-Isoleucine,HMDB0000172,6306,17191,C00407,5193,CC[C@H](C)[C@@H](C(=O)O)N,NA,NA,NA,4.19,NA,NA,NA,,C6H13N1O2,131.0946287,1
Glucosamine,Glucosamine,Glucosamine,HMDB0001514,439213,5417,C00329,266,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,NA,NA,NA,6.43,NA,NA,NA,,C6H13N1O5,179.0793725,1
6-Phosphogluconate,6-Phosphogluconate,6-Phosphogluconic acid,HMDB0001316,91493,48928,C00345,367,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C6H13O10P1,276.0246331,1
Glucose-6-phosphate,Glucose-6-phosphate,Glucose 6-phosphate,HMDB0001401,5958,4170,C00668,145,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O,NA,NA,NA,11.26,NA,NA,NA,,C6H13O9P1,260.0297185,1
Fructose-6-phosphate,Fructose-6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,15946,C00085,5159,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,NA,NA,NA,10.57,NA,NA,NA,,C6H13O9P1,260.0297185,1
Glucose-1-phosphate,Glucose-1-phosphate,Glucose 1-phosphate,HMDB0001586,439165,16077,C00103,6331,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O,NA,NA,NA,10.49,NA,NA,NA,,C6H13O9P1,260.0297185,1
Mannose-6-phosphate,Mannose-6-phosphate,Mannose 6-phosphate,HMDB0001078,439198,49728,C00275,5987,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C6H13O9P1,260.0297185,1
Fructose-1-phosphate,Fructose-1-phosphate,Fructose 1-phosphate,HMDB0001076,10400369,704854,C01094,378,C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)(O)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,,C6H13O9P1,260.0297185,1
Lysine,Lysine,L-Lysine,HMDB0000182,5962,18019,C00047,5200,C(CCN)C[C@@H](C(=O)O)N,NA,NA,NA,12.67,NA,NA,NA,,C6H14N2O2,146.1055277,1
5-Hydroxylysine,5-Hydroxylysine,5-Hydroxylysine,HMDB0000450,3032849,18040,C16741,5439,C(C[C@@H](C(=O)O)N)[C@H](CN)O,NA,NA,NA,12.11,NA,NA,NA,,C6H14N2O3,162.1004423,1
Arginine,Arginine,L-Arginine,HMDB0000517,6322,16467,C00062,5502,C(C[C@@H](C(=O)O)N)CN=C(N)N,NA,NA,NA,11.61,NA,NA,NA,,C6H14N4O2,174.1116757,2
Fructose-1 6-bisphosphate,"Fructose 1,6-bisphosphate","Fructose 1,6-bisphosphate",HMDB0001058,172313,16905,C00354,147,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,NA,NA,NA,13.25,NA,NA,NA,,C6H14O12P2,339.9960489,1
Sorbitol,Sorbitol,Sorbitol,HMDB0000247,5780,17924,C00794,143,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,NA,NA,NA,6.12,NA,NA,NA,,C6H14O6,182.0790382,0
Galactitol,Galactitol,Galactitol,HMDB0000107,11850,16813,C01697,5148,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,,C6H14O6,182.0790382,0
Pterin,Pterin,Pterin,HMDB0000802,73000,18265,C00715,5766,C1=CN=C2C(=N1)C(=O)N=C(N2)N,NA,NA,NA,3.46,NA,NA,NA,,C6H5N5O1,163.0494098,7
Nicotinate,Nicotinate,Nicotinic acid,HMDB0001488,938,15940,C00253,6272,C1=CC(=CN=C1)C(=O)O,NA,NA,NA,3.05,NA,NA,NA,,C6H5N1O2,123.0320284,5
Aconitate,Aconitate,cis-Aconitic acid,HMDB0000072,643757,32805,C00417,5130,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,NA,NA,NA,10.35,NA,NA,NA,,C6H6O6,174.0164379,4
1-Methylimidazole acetic acid,Methylimidazoleacetic acid,Methylimidazoleacetic acid,HMDB0002820,75810,NA,C05828,3774,CN1C=C(N=C1)CC(=O)O,NA,NA,NA,4.66,NA,NA,NA,,C6H8N2O2,140.0585775,4
Oxoadipic acid,Oxoadipic acid,Oxoadipic acid,HMDB0000225,71,15753,C00322,5234,C(CC(=O)C(=O)O)CC(=O)O,NA,NA,NA,7.85,NA,NA,NA,,C6H8O5,160.0371734,3
Ascorbic acid,Ascorbic acid,Ascorbic acid,HMDB0000044,54670067,17208,C00072,3753,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,NA,NA,NA,6.49,NA,NA,NA,,C6H8O6,176.032088,3
Isocitrate,Isocitrate,Isocitric acid,HMDB0000193,1198,30887,C00311,3328,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,NA,NA,NA,11,NA,NA,NA,,C6H8O7,192.0270026,3
Citrate,Citrate,Citric acid,HMDB0000094,311,30769,C00158,124,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,NA,NA,NA,11.72,NA,NA,NA,,C6H8O7,192.0270026,3
Hisidine,Histidine,L-Histidine,HMDB0000177,6274,15971,C00135,21,C1=C(NC=N1)C[C@@H](C(=O)O)N,NA,NA,NA,7.73,NA,NA,NA,,C6H9N3O2,155.0694766,4
N-Acetylaspartate,N-Acetylaspartate,N-Acetyl-L-aspartic acid,HMDB0000812,65065,21547,C01042,5776,CC(=O)N[C@@H](CC(=O)O)C(=O)O,NA,NA,NA,8.99,NA,NA,NA,,C6H9N1O5,175.0480724,3
Shikimate,Shikimate,Shikimic acid,HMDB0003070,8742,16119,C00493,338,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,NA,NA,NA,7.71,NA,NA,NA,,C7H10O5,174.0528234,3
1-Methylhistidine,1-Methylhistidine,1-Methylhistidine,HMDB0000001,92105,50599,C01152,3741,CN1C=C(N=C1)C[C@@H](C(=O)O)N,NA,NA,NA,7.72,NA,NA,NA,,C7H11N3O2,169.0851266,4
Acetyl proline,Acetyl proline,N-Acetylproline,HMDB0060484,NA,NA,NA,NA,[H][C@]1(CCCN1C(C)=O)C(O)=O,NA,NA,NA,4.15,NA,NA,NA,,C7H11N1O3,157.0738932,3
N-acetyl-glutamine,N-Acetylglutamine,N-Acetylglutamine,HMDB0006029,25561,73685,NA,NA,CC(=O)NC(CCC(=O)N)C(=O)O,NA,NA,NA,NA,NA,NA,NA,,C7H12N2O4,188.0797069,3
Isovalerylglycine,Isovalerylglycine,Isovalerylglycine,HMDB0000678,546304,70984,NA,5647,CC(C)CC(=O)NCC(=O)O,NA,NA,NA,2.52,NA,NA,NA,,C7H13N1O3,159.0895433,2
Acetyl-Methionine,N-Acetyl-L-methionine,N-Acetyl-L-methionine,HMDB0011745,6180,165927,C02712,NA,CC(=O)NC(CCSC)C(=O)O,NA,NA,NA,2.67,NA,NA,NA,,C7H13N1O3S1,191.061614,2
Theanine,Theanine,L-Theanine,HMDB0034365,228398,NA,NA,NA,CCNC(=O)CCC(C(=O)O)N,NA,NA,NA,6,NA,NA,NA,,C7H14N2O3,174.1004423,2
Diaminopimelic acid,Diaminopimelic acid,Diaminopimelic acid,HMDB0001370,439283,16026,C00666,352,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,NA,NA,NA,10.87,NA,NA,NA,,C7H14N2O4,190.0953569,2
Cystathionine,Cystathionine,L-Cystathionine,HMDB0000099,439258,17482,C02291,39,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,NA,NA,NA,10.31,NA,NA,NA,,C7H14N2O4S1,222.0674277,2
Carnitine,Carnitine,L-Carnitine,HMDB0000062,2724480,11060,C00318,52,C[N+](C)(C)C[C@H](CC(=O)[O-])O,NA,NA,NA,7.24,NA,NA,NA,,C7H15N1O3,161.1051934,1
Quinolinate,Quinolinate,Quinolinic acid,HMDB0000232,1066,16675,C03722,330,C1=CC(=C(N=C1)C(=O)O)C(=O)O,NA,NA,NA,8.68,NA,NA,NA,,C7H5N1O4,167.0218577,6
2 3-dihydroxybenzoic acid,"2,3-dihydroxybenzoic acid",2-Pyrocatechuic acid,HMDB0000397,19,18026,C00196,5386,C1=CC(=C(C(=C1)O)O)C(=O)O,NA,NA,NA,1.9,NA,NA,NA,,C7H6O4,154.0266087,5
Salicylamide,Salicylamide,Salicylamide,HMDB0015687,5147,32114,NA,NA,C1=CC=C(C(=C1)C(=O)N)O,NA,NA,NA,1.27,NA,NA,NA,,C7H7N1O2,137.0476785,5
m-aminobenzoic acid,m-aminobenzoic acid,m-Aminobenzoic acid,HMDB0001891,7419,30761,NA,6374,C1=CC(=CC(=C1)N)C(=O)O,NA,NA,NA,2.75,NA,NA,NA,,C7H7N1O2,137.0476785,5
2-Furoyl glycine,2-Furoylglycine,2-Furoylglycine,HMDB0000439,21863,613373,NA,5428,C1=COC(=C1)C(=O)NCC(=O)O,NA,NA,NA,2.79,NA,NA,NA,,C7H7N1O4,169.0375077,5
Methylnicotinamide,1-Methylnicotinamide,1-Methylnicotinamide,HMDB0000699,457,16797,C02918,5667,C[N+]1=CC=CC(=C1)C(=O)N,NA,NA,NA,5.64,NA,NA,NA,,C7H8N2O1,136.0636629,5
1 3-Dimethyluric acid,"1,3-Dimethyluric acid","1,3-Dimethyluric acid",HMDB0001857,70346,149714,NA,2822,CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2,NA,NA,NA,3.01,NA,NA,NA,,C7H8N4O3,196.0596402,6
Cresol,m-Cresol,m-Cresol,HMDB0002048,342,17231,C01467,NA,CC1=CC(=CC=C1)O,NA,NA,NA,1.93,NA,NA,NA,,C7H8O1,108.0575149,4
4-Methylcatechol,4-Methylcatechol,4-Methylcatechol,HMDB0000873,9958,17254,C06730,5834,CC1=CC(=C(C=C1)O)O,NA,NA,NA,1.23,NA,NA,NA,,C7H8O2,124.0524295,4
1 6-Dimethylaminopurine,6-Dimethylaminopurine,6-Dimethylaminopurine,HMDB0000473,3134,60281,NA,5460,CN(C)C1=NC=NC2=C1NC=N2,NA,NA,NA,1.92,NA,NA,NA,,C7H9N5,163.0857953,6
Pyridoxine,Pyridoxine,Pyridoxine,HMDB0000239,1054,16709,C00314,5245,CC1=NC=C(C(=C1O)CO)CO,NA,NA,NA,2.37,NA,NA,NA,,C8H11N1O3,169.0738932,4
Pyridoxamine 5-phosphate,Pyridoxamine 5-phosphate,Pyridoxamine 5'-phosphate,HMDB0001555,1053,18335,C00647,NA,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,NA,NA,NA,12.3,NA,NA,NA,,C8H13N2O5P1,248.056208,4
Acetyl leucine,N-Acetyl-L-leucine,N-Acetylleucine,HMDB0011756,70912,17786,C02710,NA,CC(C)C[C@@H](C(=O)O)NC(=O)C,NA,NA,NA,2.46,NA,NA,NA,,C8H15N1O3,173.1051934,2
Acetyllysine,Acetyllysine,N-Alpha-acetyllysine,HMDB0000446,192590,35704,C12989,5435,CC(=O)NC(CCCCN)C(=O)O,NA,NA,NA,8.37,NA,NA,NA,,C8H16N2O3,188.1160924,2
Glycine-L-leucine,Gly-Leu,Glycylleucine,HMDB0000759,92843,185298,C02155,5727,CC(C)C[C@@H](C(=O)O)NC(=O)CN,NA,NA,NA,3.95,NA,NA,NA,,C8H16N2O3,188.1160924,2
N6-Acetyl-L-lysine,N6-Acetyl-L-lysine,N6-Acetyl-L-lysine,HMDB0000206,92832,17752,C02727,5216,CC(=O)NCCCC[C@@H](C(=O)O)N,NA,NA,NA,6.89,NA,NA,NA,,C8H16N2O3,188.1160924,2
Acetyl-arginine,Acetyl arginine,N-a-Acetyl-L-arginine,HMDB0004620,67427,40521,NA,NA,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,NA,NA,NA,7.53,NA,NA,NA,,C8H16N4O3,216.1222404,3
Hydroxyoctanoic acid,Hydroxyoctanoic acid,Hydroxyoctanoic acid,HMDB0000711,94180,86543,NA,5679,CCCCCCC(C(=O)O)O,NA,NA,NA,1.95,NA,NA,NA,,C8H16O3,160.1099444,1
NG-dimethyl-L-arginine,dimethyl-L-arginine,Asymmetric dimethylarginine,HMDB0001539,123831,17929,C03626,6309,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,NA,NA,NA,10.42,NA,NA,NA,,C8H18N4O2,202.1429759,2
Indole,Indole,Indole,HMDB0000738,798,16881,C00463,286,C1=CC=C2C(=C1)C=CN2,NA,NA,NA,1.2,NA,NA,NA,,C8H7N1,117.0578492,6
Indoxyl sulfate,Indoxyl sulfate,Indoxyl sulfate,HMDB0000682,10258,43355,NA,524,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,NA,NA,NA,1.27,NA,NA,NA,,C8H7N1O4S1,213.0095784,6
4-Hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,HMDB0004815,68138,85239,NA,NA,CC1=C(C=CC(=C1)C(=O)O)O,NA,NA,NA,2.32,NA,NA,NA,,C8H8O3,152.0473441,5
Hydroxyphenylacetic acid,Hydroxyphenylacetic acid,Ortho-Hydroxyphenylacetic acid,HMDB0000669,11970,28478,C05852,5639,C1=CC=C(C(=C1)CC(=O)O)O,NA,NA,NA,2.78,NA,NA,NA,,C8H8O3,152.0473441,5
Methoxy-hydroxybenzoic acid,3-Methoxy-4-hydroxybenzoic acid,Vanillic acid,HMDB0000484,8468,30816,C06672,5471,COC1=C(C=CC(=C1)C(=O)O)O,NA,NA,NA,1.29,NA,NA,NA,,C8H8O4,168.0422587,5
Dihydroxybenzeneacetic acid,"3,4-Dihydroxyphenylacetic acid","3,4-Dihydroxybenzeneacetic acid",HMDB0001336,547,41941,C01161,6170,C1=CC(=C(C=C1CC(=O)O)O)O,NA,NA,NA,1.91,NA,NA,NA,,C8H8O4,168.0422587,5
Hydroxymandelic acid,3-Hydroxymandelic acid,3-Hydroxymandelic acid,HMDB0000750,86957,86553,NA,732,C1=CC(=CC(=C1)O)C(C(=O)O)O,NA,NA,NA,2.53,NA,NA,NA,,C8H8O4,168.0422587,5
2-phenylglycine,2-phenylglycine,2-Phenylglycine,HMDB0002210,3866,55484,NA,6549,C1=CC=C(C=C1)C(C(=O)O)N,NA,NA,NA,3.76,NA,NA,NA,,C8H9N1O2,151.0633285,5
Pyridoxic acid,Pyridoxic acid,4-Pyridoxic acid,HMDB0000017,6723,17405,C00847,239,CC1=NC=C(C(=C1O)C(=O)O)CO,NA,NA,NA,1.91,NA,NA,NA,,C8H9N1O4,183.0531578,5
3-Indo-L-tyrosine,3-Iodo-L-tyrosine,Iodotyrosine,HMDB0000021,439744,27847,C02515,NA,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,NA,NA,NA,3.56,NA,NA,NA,,C9H10I1N1O3,306.9705412,5
Methylphenyllactate,Methyl Phenylacetate,Methyl phenylacetate,HMDB0032617,7559,NA,NA,NA,COC(=O)CC1=CC=CC=C1,NA,NA,NA,1.9,NA,NA,NA,,C9H10O2,150.0680796,5
Phenyllactic acid,Phenyllactic acid,Phenyllactic acid,HMDB0000779,3848,25998,C01479,5745,C1=CC=C(C=C1)CC(C(=O)O)O,NA,NA,NA,1.97,NA,NA,NA,,C9H10O3,166.0629942,5
Homovanillic acid,Homovanillic acid,Homovanillic acid,HMDB0000118,1738,545959,C05582,971,COC1=C(C=CC(=C1)CC(=O)O)O,NA,NA,NA,2.61,NA,NA,NA,,C9H10O4,182.0579088,5
Syringic acid,Syringic acid,Syringic acid,HMDB0002085,10742,454990,C10833,2256,COC1=CC(=CC(=C1O)OC)C(=O)O,NA,NA,NA,2.5,NA,NA,NA,,C9H10O5,198.0528234,5
Vanillylmandelic acid,Vanillylmandelic acid,Vanillylmandelic acid,HMDB0000291,736172,1127735,C05584,697,COC1=C(C=CC(=C1)[C@@H](C(=O)O)O)O,NA,NA,NA,2.75,NA,NA,NA,,C9H10O5,198.0528234,5
Phenylalanine,Phenylalanine,L-Phenylalanine,HMDB0000159,6140,17295,C00079,28,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,NA,NA,NA,3.41,NA,NA,NA,,C9H11N1O2,165.0789786,5
Tyrosine,Tyrosine,L-Tyrosine,HMDB0000158,6057,17895,C00082,34,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,NA,NA,NA,4.85,NA,NA,NA,,C9H11N1O3,181.0738932,5
Uridine,Uridine,Uridine,HMDB0000296,6029,16704,C00299,90,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,NA,NA,NA,2.65,NA,NA,NA,,C9H12N2O6,244.0695361,5
Cytidine,Cytidine,Cytidine,HMDB0000089,6175,17562,C00475,3376,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,NA,NA,NA,3.86,NA,NA,NA,,C9H13N3O5,243.0855205,5
Phenylpropanolamine,Phenylpropanolamine,Phenylpropanolamine,HMDB0001942,26934,NA,C07911,1846,C[C@H]([C@H](C1=CC=CC=C1)O)N,NA,NA,NA,2.16,NA,NA,NA,,C9H13N1O1,151.099714,4
Epinephrine,Epinephrine,Epinephrine,HMDB0000068,5816,28918,C00788,5127,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,NA,NA,NA,6.47,NA,NA,NA,,C9H13N1O3,183.0895433,4
5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),5-Aminoimidazole-4-carboxamide ribonucleoside (AICAr),AICA-riboside,HMDB0062179,NA,NA,NA,NA,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NA,NA,NA,2.94,NA,NA,NA,,C9H14N4O5,258.0964196,5
5-Aminoimidazole-4-carboxamide ribonucleotide,AICA ribonucleotide,AICAR,HMDB0001517,65110,18406,C04677,6294,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N,NA,NA,NA,9.85,NA,NA,NA,,C9H15N4O8P1,338.06275,5
Pantothenate,Pantothenate,Pantothenic acid,HMDB0000210,988,7916,C00864,241,CC(C)(CO)C(C(=O)NCCC(=O)O)O,NA,NA,NA,4.2,NA,NA,NA,,C9H17N1O5,219.1106727,2
Cinnamic acid,Cinnamic acid,Cinnamic acid,HMDB0000567,5372954,35699,C10438,310,C1=CC=C(C=C1)/C=C\C(=O)O,NA,NA,NA,1.91,NA,NA,NA,,C9H8O2,148.0524295,6
Phenyl-pyruvate,Phenylpyruvate,Phenylpyruvic acid,HMDB0000205,997,30851,C00166,328,C1=CC=C(C=C1)CC(=O)C(=O)O,NA,NA,NA,1.9,NA,NA,NA,,C9H8O3,164.0473441,6
p-coumaric acid,p-coumaric acid,4-Hydroxycinnamic acid,HMDB0002035,637542,32374,C00811,6450,C1=CC(=CC=C1/C=C/C(=O)O)O,NA,NA,NA,2.29,NA,NA,NA,,C9H8O3,164.0473441,6
Hydroxyphenyl pyruvate,Hydroxyphenylpyruvate,4-Hydroxyphenylpyruvic acid,HMDB0000707,979,15999,C01179,5675,C1=CC(=CC=C1CC(=O)C(=O)O)O,NA,NA,NA,1.93,NA,NA,NA,,C9H8O4,180.0422587,6
Hippuric acid,Hippuric acid,Hippuric acid,HMDB0000714,464,18089,C01586,1301,C1=CC=C(C=C1)C(=O)NCC(=O)O,NA,NA,NA,2.39,NA,NA,NA,,C9H9N1O3,179.0582432,6
3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,NA,NA,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,NA,NA,NA,1.92,NA,NA,NA,,C9H9N1O4,195.0531578,6
Carbamoyl phosphate,Carbamoyl phosphate,Carbamoyl phosphate,HMDB0001096,278,17672,C00169,6002,C(=O)(N)OP(=O)(O)O,NA,NA,NA,NA,NA,NA,NA,,C1H4N1O5P1,140.9827087,1
Pyrophosphate,Pyrophosphate,Pyrophosphate,HMDB0000250,644102,18361,C00013,3306,[O-]P(=O)([O-])OP(=O)([O-])[O-],NA,NA,NA,16.15,NA,NA,NA,,H4O7P2,177.9432254,0
(R)-lipoic acid,(R)-lipoic acid,(R)-lipoic acid,HMDB0001451,6112,30314,C00725,126,C1CSS[C@@H]1CCCCC(=O)O,NA,NA,2.783842495,NA,NA,NA,NA,,C8H14O2S2,206.0435211,2
