accession,iupac_name,name,SMILES,status,formula,mass,rdbe,category
YMDB01302,NA,TG(16:1(9Z)/16:1(9Z)/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C57H106O6,886.7989411,5,Metabolite
YMDB01303,NA,TG(16:1(9Z)/16:1(9Z)/24:0),CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C59H110O6,914.8302412,5,Metabolite
YMDB01304,NA,TG(16:1(9Z)/16:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C61H114O6,942.8615414,5,Metabolite
YMDB01311,NA,TG(16:1(9Z)/18:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C63H118O6,970.8928415,5,Metabolite
YMDB01314,NA,TG(18:0/18:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C65H124O6,1000.939792,4,Metabolite
YMDB01315,NA,TG(18:1(9Z)/18:1(9Z)/18:1(9Z)),CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C57H104O6,884.783291,6,Metabolite
YMDB01317,NA,TG(18:1(9Z)/18:1(9Z)/26:0),CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C65H122O6,998.9241416,5,Metabolite
YMDB01318,NA,2-Hydroxy-3-methylbutyric acid,CC(C)C(O)C(O)=O,quantified,C5H10O3,118.0629942,1,Metabolite
YMDB01321,NA,Protocatechuic acid,OC(=O)C1=CC=C(O)C(O)=C1,quantified,C7H6O4,154.0266087,5,Metabolite
YMDB01323,NA,Gallic acid,OC(=O)C1=CC(O)=C(O)C(O)=C1,quantified,C7H6O5,170.0215233,5,Metabolite
YMDB01324,NA,Cinnamic acid,OC(=O)\C=C\C1=CC=CC=C1,quantified,C9H8O2,148.0524295,6,Metabolite
YMDB01325,NA,Ferulic acid,COC1=C(O)C=CC(\C=C\C(O)=O)=C1,quantified,C10H10O4,194.0579088,6,Metabolite
YMDB01326,NA,Phenyl methanal,O=CC1=CC=CC=C1,quantified,C7H6O1,106.0418648,5,Metabolite
YMDB01327,NA,"2-Amino-2-methyl-1,3-propanediol",CC(N)(CO)CO,quantified,C4H11N1O2,105.0789786,0,Metabolite
YMDB01329,NA,Butyl 2-methyl-2-propenoate,CCCCOC(=O)C(C)=C,quantified,C8H14O2,142.0993797,2,Metabolite
YMDB01331,NA,Ethyl propanoate,CCOC(=O)CC,quantified,C5H10O2,102.0680796,1,Metabolite
YMDB01336,NA,Methyl decanoate,CCCCCCCCCC(=O)OC,quantified,C11H22O2,186.1619799,1,Metabolite
YMDB01337,NA,2-Heptanone,CCCCCC(C)=O,quantified,C7H14O1,114.1044651,1,Metabolite
YMDB01338,NA,Piperidine,C1CCNCC1,quantified,C5H11N1,85.08914936,1,Metabolite
YMDB01339,NA,Methyl octanoate,CCCCCCCC(=O)OC,quantified,C9H18O2,158.1306798,1,Metabolite
YMDB01340,NA,Decanal,CCCCCCCCCC=O,quantified,C10H20O1,156.1514153,1,Metabolite
YMDB01341,NA,"3,3-Dimethyl-2-butanol",CC(O)C(C)(C)C,quantified,C6H14O1,102.1044651,0,Metabolite
YMDB01343,NA,2-Heptanol,CCCCCC(C)O,quantified,C7H16O1,116.1201151,0,Metabolite
YMDB01344,NA,"2,3,4-Trimethyl-pentane",CC(C)C(C)C(C)C,quantified,C8H18,114.1408506,0,Metabolite
YMDB01350,NA,3-Methylbutyl octanoate,CCCCCCCC(=O)OCCC(C)C,quantified,C13H26O2,214.1932801,1,Metabolite
YMDB01356,NA,Ethyl 3-hydroxy hexanoate,CCCC(O)CC(=O)OCC,quantified,C8H16O3,160.1099444,1,Metabolite
YMDB01359,NA,3-Hexenyl butanoate,CCCC(=O)OCCC=CCC,quantified,C10H18O2,170.1306798,2,Metabolite
YMDB01363,NA,1-(1-Ethoxyethoxy)-pentane,CCCCCOC(C)OCC,quantified,C9H20O2,160.1463299,0,Metabolite
YMDB01366,NA,Ethyl 9-decenoate,CCOC(=O)CCCCCCCC=C,quantified,C12H22O2,198.1619799,2,Metabolite
YMDB01369,NA,"1,1-Diethoxy ethane",CCOC(C)OCC,quantified,C6H14O2,118.0993797,0,Metabolite
YMDB01370,NA,Methyl 2-hydroxy benzoate,COC(=O)C1=CC=CC=C1O,quantified,C8H8O3,152.0473441,5,Metabolite
YMDB01371,NA,"3,7-Dimethyl-1,6-octadien-3-ol",CC(C)=CCCC(C)(O)C=C,quantified,C10H18O1,154.1357652,2,Metabolite
YMDB01374,NA,3-Methylbutyl pentadecanoate,CCCCCCCCCCCCCCC(=O)OCCC(C)C,quantified,C20H40O2,312.3028305,1,Metabolite
YMDB01375,NA,"1-[2,6,6-Trimethyl-1,3-cyclohexadien-1-yl]-2-buten-1-one",C\C=C\C(=O)C1=C(C)C=CCC1(C)C,quantified,C13H18O1,190.1357652,5,Metabolite
YMDB01379,NA,Ethyl-2-butenoate,CCC(=CC)C([O-])=O,quantified,C6H10O2,114.0680796,2,Metabolite
YMDB01380,NA,Diethyl butanedioate,CCOC(=O)CCC(=O)OCC,quantified,C8H14O4,174.0892089,2,Metabolite
YMDB01383,NA,2-nonanone,CCCCCCCC(C)=O,quantified,C9H18O1,142.1357652,1,Metabolite
YMDB01393,NA,naphthalene,C1=CC2=CC=CC=C2C=C1,quantified,C10H8,128.0626003,7,Metabolite
YMDB01395,NA,1-propanol,CCCO,quantified,C3H8O1,60.05751488,0,Metabolite
YMDB01398,NA,cyclohexanol,OC1CCCCC1,quantified,C6H12O1,100.088815,1,Metabolite
YMDB01400,NA,thiazolidine,C1CSCN1,quantified,C3H7N1S1,89.02991996,1,Metabolite
YMDB01401,NA,dipropyl succinate,CCCOC(=O)CCC(=O)OCCC,quantified,C10H18O4,202.1205091,2,Metabolite
YMDB01403,NA,Ethyl 2-hydroxypentanoate,CCCC(O)C(=O)OCC,quantified,C7H14O3,146.0942943,1,Metabolite
YMDB01404,NA,1-(4-hydroxyphenyl)ethanol,CC(O)C1=CC=C(O)C=C1,quantified,C8H10O2,138.0680796,4,Metabolite
YMDB01405,NA,propylene glycol,CC(O)CO,quantified,C3H8O2,76.0524295,0,Metabolite
YMDB01406,NA,diethyl tartrate,CCOC(=O)C(O)C(O)C(=O)OCC,quantified,C8H14O6,206.0790382,2,Metabolite
YMDB01413,NA,vitispirane,CC1CCC2(O1)C(=C)C=CCC2(C)C,quantified,C13H20O1,192.1514153,4,Metabolite
YMDB01415,NA,4-Mercapto-4-methylpentan-2-one,CC(=O)CC(C)(C)S,quantified,C6H12O1S1,132.0608857,1,Metabolite
YMDB01416,NA,3-mercaptohexyl acetate,CCCC(S)CCOC(C)=O,quantified,C8H16O2S1,176.0871005,1,Metabolite
YMDB01417,NA,3-mercaptohexan-1-ol,CCCC(S)CCO,quantified,C6H14O1S1,134.0765358,0,Metabolite
YMDB01423,NA,3-ethoxy-1-propanol,CCOCCCO,quantified,C5H12O2,104.0837296,0,Metabolite
YMDB01425,NA,ethyl 3-hydroxybutanoate,CCOC(=O)CC(C)O,quantified,C6H12O3,132.0786442,1,Metabolite
YMDB01426,NA,benzyl alcohol,OCC1=CC=CC=C1,quantified,C7H8O1,108.0575149,4,Metabolite
YMDB01427,NA,3-methylthiopropanol,CSCCCO,quantified,C4H10O1S1,106.0452357,0,Metabolite
YMDB01430,NA,2-methoxyphenol,COC1=CC=CC=C1O,quantified,C7H8O2,124.0524295,4,Metabolite
YMDB01431,NA,2-acetylthiophene,CC(=O)C1=CC=CS1,quantified,C6H6O1S1,126.0139355,4,Metabolite
YMDB01432,NA,Benzothiazole,S1C=NC2=CC=CC=C12,quantified,C7H5N1S1,135.0142699,6,Metabolite
YMDB01433,NA,2-Furanmethanethiol,SCC1=CC=CO1,quantified,C5H6O1S1,114.0139355,3,Metabolite
YMDB01434,NA,"2,3-pentanedione",CCC(=O)C(C)=O,quantified,C5H8O2,100.0524295,2,Metabolite
YMDB01435,NA,5-methyl-2-furancarboxaldehyde,CC1=CC=C(O1)C=O,quantified,C6H6O2,110.0367794,4,Metabolite
YMDB01436,NA,bis-(methylthio)methane,CSCSC,quantified,C3H8S2,108.0067417,0,Metabolite
YMDB01437,NA,2-ethylfuran,CCC1=CC=CO1,quantified,C6H8O1,96.05751488,3,Metabolite
YMDB01438,NA,dimethyltrisulfide,CSSSC,quantified,C2H6S3,125.9631624,0,Metabolite
YMDB01439,NA,2-pentylfuran,CCCCCC1=CC=CO1,quantified,C9H14O1,138.1044651,3,Metabolite
YMDB01440,NA,2-phenylbut-2-enal,CC=C(C=O)C1=CC=CC=C1,quantified,C10H10O1,146.0731649,6,Metabolite
YMDB01441,NA,"2-Ethyl-3,5-dimethylpyrazine",CCC1=C(C)N=C(C)C=N1,quantified,C8H12N2,136.1000484,4,Metabolite
YMDB01442,NA,Trimethylpyrazine,CC1=NC(C)=C(C)N=C1,quantified,C7H10N2,122.0843983,4,Metabolite
YMDB01448,NA,2-acetyl-2-thiazoline,CC(=O)C1=NCCS1,quantified,C5H7N1O1S1,129.0248346,3,Metabolite
YMDB01451,NA,2-acetyl-1-pyrroline,CC(=O)C1=NCCC1,quantified,C6H9N1O1,111.0684139,3,Metabolite
YMDB01452,NA,2-methyl-3-methylthiofuran,CSC1=C(C)OC=C1,quantified,C6H8O1S1,128.0295856,3,Metabolite
YMDB01453,NA,bis-(2-methyl-3-furyl) disulfide,CC1=C(SSC2=C(C)OC=C2)C=CO1,quantified,C10H10O2S2,226.012221,6,Metabolite
YMDB01454,NA,"trans-3,5-Dimethyl-1,2-dithiolan-4-one",CC1SSC(C)C1=O,quantified,C5H8O1S2,148.0016563,2,Metabolite
YMDB01455,NA,"trans,trans-2,4-decadienal",CCCCC\C=C\C=C\C=O,quantified,C10H16O1,152.1201151,3,Metabolite
YMDB01456,NA,"cis-3,5-Dimethyl-1,2,4-trithiolane",C[C@H]1SS[C@@H](C)S1,quantified,C4H8S3,151.9788124,1,Metabolite
YMDB01458,NA,2-methylpyridine,CC1=NC=CC=C1,quantified,C6H7N1,93.05784923,4,Metabolite
YMDB01459,NA,2-furancarboxaldehyde,O=CC1=CC=CO1,quantified,C5H4O2,96.02112937,4,Metabolite
YMDB01462,NA,2-methylthiophene,CC1=CC=CS1,quantified,C5H6S1,98.01902092,3,Metabolite
YMDB01463,NA,2-methyl-3-methyldithiofuran,CSSC1=C(C)OC=C1,quantified,C6H8O1S2,160.0016563,3,Metabolite
YMDB01465,NA,dimethyltetrasulfide,CSSSSC,quantified,C2H6S4,157.9352331,0,Metabolite
YMDB01466,NA,3-(Methylsulfanyl)Propanal,CSCCC=O,quantified,C4H8O1S1,104.0295856,1,Metabolite
YMDB01467,NA,2-methyltetrahydrothiophen-3-one,CC1SCCC1=O,quantified,C5H8O1S1,116.0295856,2,Metabolite
YMDB01472,NA,Phenylethyl acetate,CC(OC(C)=O)C1=CC=CC=C1,quantified,C10H12O2,164.0837296,5,Metabolite
YMDB01478,NA,Diisopropyl sulfide,CC(C)SC(C)C,quantified,C6H14S1,118.0816212,0,Metabolite
YMDB01479,NA,2-(2-Thienyl)furan,O1C=CC=C1C1=CC=CS1,quantified,C8H6O1S1,150.0139355,6,Metabolite
YMDB01480,NA,Maltulose,OCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(=O)CO.OCC1OC(OC2COC(O)(CO)C(O)C2O)C(O)C(O)C1O,quantified,C24H44O22,684.232423,3,Metabolite
YMDB01482,NA,D-Glycero-D-manno-heptose,OCC(O)C(O)C(O)C(O)C(O)C=O.OCC(O)C(O)C1OC(O)C(O)C1O.OCC(O)C1OC(O)C(O)C(O)C1O,quantified,C21H42O21,630.2218584,1,Metabolite
YMDB01483,NA,"2-(6-Hydroxy-2-methoxy-3,4-methylenedioxyphenyl)benzofuran",COC1=C(C2=CC3=CC=CC=C3O2)C(O)=CC2=C1OCO2,quantified,C16H12O5,284.0684735,11,Metabolite
YMDB01485,NA,2-[(Methylthio)methyl]-2-butenal,CSC\C(=C\C)C=O,quantified,C6H10O1S1,130.0452357,2,Metabolite
YMDB01490,NA,Ammonium phosphate,[NH4+].[NH4+].OP([O-])([O-])=O,quantified,H9N2O4P1,132.0299933,-2,Adduct
YMDB01492,NA,"3-Carboxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-1-propanoic acid",OC(=O)CCC1NC(CC2=C1NC1=CC=CC=C21)C(O)=O,quantified,C15H16N2O4,288.111007,9,Metabolite
YMDB01494,NA,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,quantified,C5H4N4O3,168.02834,6,Metabolite
YMDB01495,NA,"6,7-Dihydro-2-methyl-5H-cyclopenta[b]pyrazine",CC1=NC2=C(CCC2)N=C1,quantified,C8H10N2,134.0843983,5,Metabolite
YMDB01496,NA,2-Isopropyl-4-methylthiazole,CC(C)C1=NC(C)=CS1,quantified,C7H11N1S1,141.0612201,3,Metabolite
YMDB01499,NA,"4-Ethyl-2,5-dimethyloxazole",CCC1=C(C)OC(C)=N1,quantified,C7H11N1O1,125.084064,3,Metabolite
YMDB01501,NA,Ubiquinone 4,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,quantified,C29H42O4,454.3083098,9,Metabolite
YMDB01502,NA,2-Methyl-3-thiophenethiol,CC1=C(S)C=CS1,quantified,C5H6S2,129.9910917,3,Metabolite
YMDB01505,NA,2-Ethylthiazole,CCC1=NC=CS1,quantified,C5H7N1S1,113.02992,3,Metabolite
YMDB01507,NA,"4,5-Dimethyl-2-propylthiazole",CCCC1=NC(C)=C(C)S1,quantified,C8H13N1S1,155.0768702,3,Metabolite
YMDB01508,NA,4-Ethyl-2-isopropyl-5-methylthiazole,CCC1=C(C)SC(=N1)C(C)C,quantified,C9H15N1S1,169.0925202,3,Metabolite
YMDB01512,NA,1-Propenylpyrazine,C\C=C\C1=CN=CC=N1,quantified,C7H8N2,120.0687483,5,Metabolite
YMDB01514,NA,2-Pentylthiophene,CCCCCC1=CC=CS1,quantified,C9H14S1,154.0816212,3,Metabolite
YMDB01515,NA,beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,quantified,C40H56,536.4382018,13,Metabolite
YMDB01519,NA,Lutein,O[C@@H]1CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\[C@H]2C(C)=CC(O)CC2(C)C)C(C)(C)C1,quantified,C40H56O2,568.428031,13,Metabolite
YMDB01526,NA,Phylloquinone,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O,quantified,C31H46O2,450.3497807,9,Metabolite
YMDB01528,NA,Decenoylcarnitine,C[N+](C)(C)CC(CC([O-])=O)OC(=O)CCCCCCCC=C,quantified,C17H31N1O4,313.2253085,3,Metabolite
YMDB01529,NA,Dodecanoylcarnitine,CCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,quantified,C19H37N1O4,343.2722587,2,Metabolite
YMDB01530,NA,Dodecenoylcarnitine,CCCCCCCCCC=CC(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C,quantified,C19H35N1O4,341.2566086,3,Metabolite
YMDB01531,NA,Tetradecanoylcarnitine,CCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,quantified,C21H41N1O4,371.3035588,2,Metabolite
YMDB01532,NA,Tetradecenoylcarnitine,CCCCCCCCC=CCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,quantified,C21H39N1O4,369.2879087,3,Metabolite
YMDB01533,NA,L-Palmitoylcarnitine,CCCCCCCCC=CCC(O)CC(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C,quantified,C21H39N1O5,385.2828234,3,Metabolite
YMDB01534,NA,Hexadecanoylcarnitine,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,quantified,C23H45N1O4,399.3348589,2,Metabolite
YMDB01535,NA,"9,12-Hexadecadienylcarnitine",CCCC=CCC=CCCCCCCCC(=O)O[C@@H](CCC([O-])=O)[N+](C)(C)C,quantified,C23H41N1O4,395.3035588,4,Metabolite
YMDB01536,NA,Butyrylcarnitine,CCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,quantified,C11H21N1O4,231.1470582,2,Metabolite
YMDB01537,NA,Tiglylcarnitine,C\C=C(/C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,quantified,C12H21N1O4,243.1470582,3,Metabolite
YMDB01538,NA,Pimelylcarnitine,C[N+](C)(C)[C@H](CCC([O-])=O)OC(=O)CCCCCC(O)=O,quantified,C14H25N1O6,303.1681875,3,Metabolite
YMDB01539,NA,Nonanoylcarnitine,CCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,quantified,C16H31N1O4,301.2253085,2,Metabolite
YMDB01554,NA,Dimethyl-L-arginine,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,quantified,C8H18N4O2,202.1429759,2,Metabolite
YMDB01558,NA,Phenylethylamine,NCCC1=CC=CC=C1,quantified,C8H11N1,121.0891494,4,Metabolite
YMDB01562,NA,5-Hydroxylysine,NC[C@H](O)CC[C@H](N)C(O)=O,quantified,C6H14N2O3,162.1004423,1,Metabolite
YMDB01564,NA,Ethylene glycol,OCCO,quantified,C2H6O2,62.03677943,0,Metabolite
YMDB01565,NA,Anserine,CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O,quantified,C10H16N4O3,240.1222404,5,Metabolite
YMDB01569,NA,Salicylurate,OC(=O)CNC(=O)C1=CC=CC=C1O,quantified,C9H9N1O4,195.0531578,6,Metabolite
YMDB01574,NA,"1-(2,3,6-Trimethylphenyl)but-1,3-diene",CC1=CC=C(C)C(\C=C\C=C)=C1C,quantified,C13H16,172.1252005,6,Metabolite
YMDB01575,NA,1-Methyladenosine,CN1CN=C2N(C=NC2=C1N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,quantified,C11H17N5O4,283.1280541,6,Metabolite
YMDB01577,NA,"1,2-Dimethoxy-3-propylbenzene",CCCC1=CC=CC(OC)=C1OC,quantified,C11H16O2,180.1150298,4,Metabolite
YMDB01578,NA,"1,4-Decanolide",CCCCCC1CCC(=O)O1,quantified,C9H16O2,156.1150298,2,Metabolite
YMDB01581,NA,2-Acetylthiazole,CC(=O)C1=NC=CS1,quantified,C5H5N1O1S1,127.0091845,4,Metabolite
YMDB01586,NA,2-Methoxy-3-isobutylpyrazine,COC1=NC=CN=C1CC(C)C,quantified,C9H14N2O1,166.1106131,4,Metabolite
YMDB01588,NA,2-Methylisoborneol,CC1(C)[C@@H]2CC[C@]1(C)[C@](C)(O)C2,quantified,C11H20O1,168.1514153,2,Metabolite
YMDB01590,NA,2-Methylthio-ethanol,CSCCO,quantified,C3H8O1S1,92.02958561,0,Metabolite
YMDB01592,NA,2-Undecanone,CCCCCCCCCC(C)=O,quantified,C11H22O1,170.1670653,1,Metabolite
YMDB01593,NA,"2,3-Dihydro-2,5-dihydoxy-6-methyl-4-H-pyran-4-one",CC1=C(O)C(=O)C(O)CO1,quantified,C6H8O4,144.0422587,3,Metabolite
YMDB01598,NA,"2,5-Dimethylpyrazine",CC1=CN=C(C)C=N1,quantified,C6H8N2,108.0687483,4,Metabolite
YMDB01601,NA,3-Hydroxy-2-methyl-4-pyrone,CC1=C(O)C(=O)C=CO1,quantified,C6H6O3,126.0316941,4,Metabolite
YMDB01602,NA,"3-Hydroxy-7,8-dihydro-beta-ionol",CC(O)C#CC1C(C)=CC(O)CC1(C)C,quantified,C13H20O2,208.1463299,4,Metabolite
YMDB01604,NA,3-Methyl-2-butene thiol,CC(C)=CCS,quantified,C5H10S1,102.0503211,1,Metabolite
YMDB01607,NA,"3-Oxo-7,8-dihydro-alpha-ionol",CC(O)CCC1C(C)=CC(=O)CC1(C)C,quantified,C13H22O2,210.1619799,3,Metabolite
YMDB01609,NA,3-Oxo-beta-ionone,CC(=O)C=CC1=C(C)C(=O)CCC1(C)C,quantified,C13H18O2,206.1306798,5,Metabolite
YMDB01614,NA,"4-Allyl-2,6-dimethyoxphenol",COC1=CC(CC=C)=CC(OC)=C1O,quantified,C11H14O3,194.0942943,5,Metabolite
YMDB01615,NA,4-Ethyl-2-methoxyphenol,CCC1=CC(OC)=C(O)C=C1,quantified,C9H12O2,152.0837296,4,Metabolite
YMDB01619,NA,4-Methylacetophenone,CC(=O)C1=CC=C(C)C=C1,quantified,C9H10O1,134.0731649,5,Metabolite
YMDB01620,NA,4-Methylthiazole,CC1=CSC=N1,quantified,C4H5N1S1,99.0142699,3,Metabolite
YMDB01624,NA,4-Vinylguaiacol,COC1=CC(C=C)=CC=C1O,quantified,C9H10O2,150.0680796,5,Metabolite
YMDB01630,NA,Acetosyringone,COC1=CC(=CC(OC)=C1O)C(C)=O,quantified,C10H12O4,196.0735589,5,Metabolite
YMDB01631,NA,Acetovanillone,COC1=C(O)C=CC(=C1)C(C)=O,quantified,C9H10O3,166.0629942,5,Metabolite
YMDB01633,NA,Acetyllysine,CC(=O)NC(CCCCN)C(O)=O,quantified,C8H16N2O3,188.1160924,2,Metabolite
YMDB01634,NA,alpha-Isomethyl-ionone,CC(=O)C(\C)=C\C1C(C)=CCCC1(C)C,quantified,C14H22O1,206.1670653,4,Metabolite
YMDB01637,NA,Anethole,COC1=CC=C(\C=C\C)C=C1,quantified,C10H12O1,148.088815,5,Metabolite
YMDB01639,NA,Astilbin,C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O,quantified,C21H22O11,450.1162115,11,Metabolite
YMDB01640,NA,Astringin,OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C(O)=C3)=C2)[C@H](O)[C@@H](O)[C@@H]1O,quantified,C20H22O9,406.1263823,10,Metabolite
YMDB01642,NA,Benzaldehyde-cyanohydrin,OC(C#N)C1=CC=CC=C1,quantified,C8H7N1O1,133.0527639,6,Metabolite
YMDB01646,NA,Caftaric acid,O[C@H]([C@@H](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O)C(O)=O,quantified,C13H12O9,312.048132,8,Metabolite
YMDB01648,NA,Carvone,CC(=C)C1CC=C(C)C(=O)C1,quantified,C10H14O1,150.1044651,4,Metabolite
YMDB01649,NA,Castavinol C1,COC1=CC(=CC(OC)=C1O)[C@]12OC(C)([C@H]([C@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C1=C(O2)C=C(O)C=C1)C(C)=O,quantified,C27H32O13,564.1842911,12,Metabolite
YMDB01650,NA,Castavinol C2,COC1=C(O)C=CC(=C1)[C@]12OC(C)([C@H]([C@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C1=C(O2)C=C(O)C=C1)C(C)=O,quantified,C26H30O12,534.1737264,12,Metabolite
YMDB01651,NA,Castavinol C3,COC1=C(O)C(O)=CC(=C1)[C@]12OC(C)([C@H]([C@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C1=C(O2)C=C(O)C=C1)C(C)=O,quantified,C26H30O13,550.168641,12,Metabolite
YMDB01653,NA,Catechin,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,quantified,C15H14O6,290.0790382,9,Metabolite
YMDB01654,NA,Cinnamaldehyde,O=C\C=C\C1=CC=CC=C1,quantified,C9H8O1,132.0575149,6,Metabolite
YMDB01655,NA,cis-Hexenal,CCC\C=C/C=O,quantified,C6H10O1,98.07316494,2,Metabolite
YMDB01659,NA,Cyanidin,OC1=CC2=C(C=C(O)C(=[O+]2)C2=CC=C(O)C(O)=C2)C(O)=C1,quantified,C15H10O6,286.047738,11,Metabolite
YMDB01661,NA,Cyanidin 3-O-(acetylglucoside),O[C@@H]1[C@@H](COC(O)=O)O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,quantified,C22H20O13,492.0903907,13,Metabolite
YMDB01663,NA,Cyclotene,CC1=C(O)C(=O)CC1,quantified,C6H8O2,112.0524295,3,Metabolite
YMDB01664,NA,Delphinidin,OC1=CC(O)=C2C=C(O)C(=[O+]C2=C1)C1=CC(O)=C(O)C(O)=C1,quantified,C15H10O7,302.0426527,11,Metabolite
YMDB01665,NA,Delphinidin 3-O-glucoside,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,quantified,C21H20O12,464.0954761,12,Metabolite
YMDB01666,NA,Delphinidin 3-O-(acetylglucoside),CC(=O)OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,quantified,C23H22O13,506.1060408,13,Metabolite
YMDB01667,NA,Delphinidin 3-O-(coumaroylglucoside),O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1O,quantified,C30H26O14,610.1322555,18,Metabolite
YMDB01670,NA,Diethyl malonate,CCOC(=O)CC(=O)OCC,quantified,C7H12O4,160.0735589,2,Metabolite
YMDB01671,NA,Diethyldisulfide,CCSSCC,quantified,C4H10S2,122.0223918,0,Metabolite
YMDB01672,NA,Diethylsulfide,CCSCC,quantified,C4H10S1,90.05032105,0,Metabolite
YMDB01674,NA,Dimethyl sulfide,CSC,quantified,C2H6S1,62.01902092,0,Metabolite
YMDB01679,NA,Ellagic acid,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,quantified,C14H6O8,302.0062672,12,Metabolite
YMDB01680,NA,Engeletin,C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,quantified,C21H22O10,434.1212969,11,Metabolite
YMDB01681,NA,Epicatechin gallate,OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC2=C1)C1=CC(O)=C(O)C=C1,quantified,C22H18O10,442.0899968,14,Metabolite
YMDB01682,NA,Epigallocatechin,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O,quantified,C15H14O7,306.0739528,9,Metabolite
